"Variant","ID","Y","A","B","Visit"
1,34,13.2955244255493,1,3,0
1,34,10.4450918577489,1,1,1
1,34,5.88036539818226,1,1,2
1,34,14.8776689902714,1,3,3
1,34,14.2834721523466,1,3,4
1,35,6.85058281061541,0,2,0
1,35,4.12550867701882,0,2,1
1,35,7.56890736500819,0,1,2
1,35,14.9663371746857,0,3,3
1,35,13.5742016315081,0,3,4
1,36,4.35290374342288,0,2,0
1,36,6.66948476712064,0,2,1
1,36,4.35659763797589,0,1,2
1,36,4.82821460423563,0,1,3
1,36,6.47973394238893,0,2,4
1,37,6.02963411288594,1,2,0
1,37,6.08945128482565,1,2,1
1,37,12.1362730922992,1,3,2
1,37,10.8376058948946,1,2,3
1,37,5.32816304596277,1,2,4
1,38,5.89658101546846,0,2,0
1,38,6.14652431007194,0,2,1
1,38,7.16095417755785,0,1,2
1,38,2.68911887430069,0,2,3
1,38,5.13520149933872,0,1,4
1,39,6.01860857176091,0,1,0
1,39,6.01982020481764,0,1,1
1,39,4.51373963036144,0,1,2
1,39,8.82071950708211,0,1,3
1,39,7.47475556852554,0,1,4
1,40,3.86664910219596,0,2,0
1,40,10.0727838805173,0,3,1
1,40,12.5938474273736,0,3,2
1,40,5.97887463504513,0,2,3
1,40,7.79624278613567,0,2,4
1,41,8.29899482408134,1,1,0
1,41,10.7387798167833,1,3,1
1,41,7.26381403465791,1,1,2
1,41,8.78771456807189,1,1,3
1,41,4.79548727175571,1,1,4
1,42,5.01636215662364,0,1,0
1,42,5.53082177917511,0,1,1
1,42,9.76066131725514,0,1,2
1,42,3.5351415366128,0,2,3
1,42,6.33666763369787,0,2,4
1,43,10.7539487317339,0,3,0
1,43,4.68096244879608,0,2,1
1,43,13.3553054439263,0,3,2
1,43,13.9007655834964,0,3,3
1,43,5.84730045240154,0,1,4
1,44,6.39798795022264,1,2,0
1,44,6.17301305659176,1,2,1
1,44,4.78948762573309,1,2,2
1,44,6.41522179998619,1,1,3
1,44,14.6825927325129,1,3,4
1,45,8.23111669910229,1,1,0
1,45,7.42724104916848,1,1,1
1,45,6.29432612935124,1,2,2
1,45,9.5416769536565,1,2,3
1,45,10.0053998922323,1,3,4
1,46,11.3541456482594,1,3,0
1,46,5.60841035916599,1,2,1
1,46,10.0651976591952,1,1,2
1,46,7.49772793040409,1,2,3
1,46,7.13757839666101,1,1,4
1,47,9.4411489310125,0,2,0
1,47,4.02890918870575,0,2,1
1,47,6.81655029057711,0,1,2
1,47,6.50554034817807,0,1,3
1,47,12.9594249058344,0,3,4
1,48,5.01364159762968,1,1,0
1,48,8.99846435332552,1,2,1
1,48,9.40964230072489,1,1,2
1,48,10.1464125894265,1,1,3
1,48,6.2880054474893,1,2,4
1,49,10.1071434433119,0,3,0
1,49,3.05833697174557,0,1,1
1,49,7.54084935645321,0,2,2
1,49,12.7862823325449,0,3,3
1,49,7.3675824944885,0,2,4
1,50,7.51808727370683,1,2,0
1,50,11.40220405452,1,3,1
1,50,10.2987560970803,1,1,2
1,50,9.63235172195877,1,1,3
1,50,10.1052278623137,1,1,4
1,51,2.95083586521432,0,2,0
1,51,5.55124894003227,0,2,1
1,51,5.25195683991834,0,2,2
1,51,14.7641025021141,0,3,3
1,51,15.9584215531421,0,3,4
1,52,9.01786149679438,1,1,0
1,52,6.56818907311534,1,2,1
1,52,7.63048085518845,1,1,2
1,52,7.50928708362253,1,2,3
1,52,5.86573387053758,1,1,4
1,53,11.705226040574,1,3,0
1,53,7.45830838853004,1,2,1
1,53,6.8073125370305,1,2,2
1,53,5.78526091256328,1,1,3
1,53,17.7020381874779,1,3,4
1,54,14.6673231414608,0,3,0
1,54,11.0688543561245,0,3,1
1,54,7.72053167702735,0,1,2
1,54,14.4592264690228,0,3,3
1,54,14.2212261186798,0,3,4
1,55,7.43383945205478,1,2,0
1,55,3.81709912642283,1,2,1
1,55,3.8995248501721,1,1,2
1,55,8.91080555610275,1,2,3
1,55,7.13105593497891,1,1,4
1,56,7.63112019124122,0,1,0
1,56,12.8834139363717,0,3,1
1,56,11.4152917311554,0,3,2
1,56,5.89465984170443,0,1,3
1,56,14.9049350815011,0,3,4
1,57,5.2150751667392,1,1,0
1,57,8.07845952077378,1,1,1
1,57,13.4464214623145,1,3,2
1,57,7.75799381635043,1,2,3
1,57,7.39143965898163,1,2,4
1,58,9.16266063222698,0,3,0
1,58,9.16041478699237,0,3,1
1,58,8.60820097115551,0,2,2
1,58,5.59269441476279,0,1,3
1,58,13.3347058970251,0,3,4
1,59,10.4102286664547,0,1,0
1,59,9.63739299498957,0,1,1
1,59,5.87016125146112,0,1,2
1,59,7.34996350171711,0,2,3
1,59,8.35377291657312,0,1,4
1,60,12.5942804966317,1,3,0
1,60,11.0553877429309,1,3,1
1,60,8.04131706285295,1,1,2
1,60,13.8594176627854,1,3,3
1,60,1.04910266447769,1,2,4
1,61,3.88295552109876,0,2,0
1,61,9.15091114209427,0,3,1
1,61,11.8948396793105,0,3,2
1,61,4.70449335452756,0,2,3
1,61,4.79410282471987,0,1,4
1,62,8.97075962083608,0,2,0
1,62,5.98184669086756,0,2,1
1,62,10.8897530226867,0,3,2
1,62,4.16144423269095,0,1,3
1,62,5.2329386354031,0,2,4
1,63,14.1597785637664,1,3,0
1,63,7.02134244610005,1,2,1
1,63,9.24227951647308,1,1,2
1,63,12.0304948599419,1,3,3
1,63,8.30181668570895,1,1,4
1,64,4.37403877652752,0,2,0
1,64,4.4282272119848,0,2,1
1,64,11.3918027920034,0,3,2
1,64,14.2437874528902,0,3,3
1,64,14.8401216071928,0,3,4
1,65,5.47216469853664,0,2,0
1,65,11.4152941925489,0,3,1
1,65,11.4872730772628,0,3,2
1,65,5.94489753436335,0,2,3
1,65,6.41940996986201,0,2,4
1,66,6.41060964798111,1,1,0
1,66,7.44820242898818,1,1,1
1,66,7.20577992092165,1,1,2
1,66,5.74195211470093,1,2,3
1,66,13.9281020571509,1,3,4
1,67,6.92906062536537,0,1,0
1,67,4.30442530578154,0,2,1
1,67,2.15187609636783,0,2,2
1,67,5.30241091033484,0,1,3
1,67,7.74221319195173,0,1,4
1,68,13.0448484931872,0,3,0
1,68,8.09824332394432,0,2,1
1,68,5.53453734237791,0,2,2
1,68,5.99915334372928,0,2,3
1,68,7.42796513952548,0,1,4
1,69,11.4801702625674,1,3,0
1,69,13.317570177119,1,3,1
1,69,13.9677637503924,1,3,2
1,69,8.98382152693615,1,1,3
1,69,14.433381128626,1,3,4
1,70,10.224305365878,1,1,0
1,70,7.47654165917126,1,2,1
1,70,5.33680634896471,1,2,2
1,70,13.1780824062373,1,3,3
1,70,7.22180059958271,1,1,4
1,71,12.7804129047574,0,3,0
1,71,6.46544064885752,0,2,1
1,71,12.2561420043203,0,3,2
1,71,13.1450812452459,0,3,3
1,71,15.6631226706886,0,3,4
1,72,8.93950360062141,0,1,0
1,72,13.5108573838029,0,3,1
1,72,10.0882668405581,0,3,2
1,72,14.517265336839,0,3,3
1,72,13.5257237357674,0,3,4
1,73,6.69397610815099,1,2,0
1,73,11.9199092481804,1,3,1
1,73,7.28349395135398,1,1,2
1,73,5.5122437344188,1,1,3
1,73,12.8901266281033,1,3,4
1,74,9.20499936806185,1,1,0
1,74,8.08057237837911,1,1,1
1,74,7.19524837162291,1,1,2
1,74,10.2602098088634,1,3,3
1,74,4.42975929437578,1,1,4
1,75,14.9267083601034,1,3,0
1,75,4.08211033752631,1,2,1
1,75,4.63324288820453,1,1,2
1,75,9.48570623930782,1,1,3
1,75,9.39391108447577,1,2,4
1,76,10.0935186161336,0,1,0
1,76,10.7003925197157,0,3,1
1,76,13.5611933856578,0,3,2
1,76,6.36624884036641,0,2,3
1,76,10.9668753142345,0,2,4
1,77,6.53301059141458,0,2,0
1,77,12.8314888634523,0,3,1
1,77,14.1776131136256,0,3,2
1,77,7.05620911814156,0,1,3
1,77,8.94005282952224,0,1,4
1,78,8.16698341666324,0,2,0
1,78,12.1057986509782,0,3,1
1,78,11.9589390491566,0,3,2
1,78,6.79718955835751,0,2,3
1,78,13.7924809508428,0,3,4
1,79,8.97928571199545,1,1,0
1,79,16.1564124466803,1,3,1
1,79,8.50755119641941,1,2,2
1,79,7.34942434881669,1,1,3
1,79,8.26095020257846,1,1,4
1,80,6.30279436975416,0,2,0
1,80,8.79931332840328,0,1,1
1,80,4.72768008117458,0,2,2
1,80,9.51161410375997,0,3,3
1,80,7.79676724595973,0,1,4
1,81,6.84230952960647,1,1,0
1,81,6.96667659203344,1,1,1
1,81,5.78894516322563,1,2,2
1,81,5.36343364117656,1,2,3
1,81,6.09410511898592,1,2,4
1,82,5.64607830623919,0,2,0
1,82,7.23240981405042,0,1,1
1,82,6.24873676080954,0,2,2
1,82,8.49993265841424,0,2,3
1,82,3.60640090626382,0,2,4
1,83,5.27263706858384,0,1,0
1,83,6.16487534851619,0,1,1
1,83,9.47059406448473,0,2,2
1,83,1.96547816343563,0,1,3
1,83,7.32186193851645,0,1,4
1,84,8.74576625776201,0,3,0
1,84,13.5459685686916,0,3,1
1,84,5.01857379146606,0,1,2
1,84,13.7508081703225,0,3,3
1,84,5.80965463609261,0,1,4
1,85,11.3656239597174,1,3,0
1,85,12.9753046116922,1,3,1
1,85,11.2704020215993,1,3,2
1,85,7.80087650786331,1,1,3
1,85,17.8548337085374,1,3,4
1,86,6.5550596869237,1,2,0
1,86,11.5206254386341,1,3,1
1,86,7.25040786105742,1,1,2
1,86,6.25116727014256,1,1,3
1,86,7.88869911689927,1,2,4
1,87,8.72237192100484,0,1,0
1,87,7.64573081897606,0,3,1
1,87,9.83972153328688,0,3,2
1,87,13.8946273914137,0,3,3
1,87,6.73217970337379,0,1,4
1,88,10.9289171851325,0,3,0
1,88,4.59064008906217,0,2,1
1,88,9.22539280094212,0,2,2
1,88,12.0261064973768,0,3,3
1,88,4.63180672706571,0,2,4
1,89,7.70091756043017,1,1,0
1,89,6.83755238305909,1,1,1
1,89,7.00153200212515,1,1,2
1,89,14.2555083388712,1,3,3
1,89,17.5254864436306,1,3,4
1,90,10.2356134003844,1,3,0
1,90,12.9140591617038,1,3,1
1,90,13.5797512578069,1,3,2
1,90,13.2959691679649,1,3,3
1,90,6.90966386236196,1,2,4
1,91,6.07910893192972,0,1,0
1,91,11.6267934165157,0,3,1
1,91,2.62003427091752,0,2,2
1,91,13.0923591068402,0,3,3
1,91,14.859991147276,0,3,4
1,92,12.5468196987684,0,3,0
1,92,10.0946619546257,0,3,1
1,92,5.50277825011323,0,1,2
1,92,8.32688831007634,0,2,3
1,92,10.5848869663652,0,2,4
1,93,4.59827549013251,1,2,0
1,93,12.8592332086551,1,3,1
1,93,10.4469106108204,1,1,2
1,93,8.14561572070228,1,2,3
1,93,11.1795753532208,1,1,4
1,94,13.3510963258679,1,3,0
1,94,7.39485319236135,1,2,1
1,94,17.330947824173,1,3,2
1,94,12.8503636706061,1,3,3
1,94,8.3732663688373,1,1,4
1,95,11.1431463510974,0,3,0
1,95,8.15144845684346,0,2,1
1,95,7.36119893615779,0,1,2
1,95,15.5947820784138,0,3,3
1,95,2.71076515760324,0,1,4
1,96,14.0919764521318,0,3,0
1,96,3.17060556896588,0,1,1
1,96,6.85973231101974,0,2,2
1,96,11.2880997967363,0,3,3
1,96,7.03134557389503,0,2,4
1,97,11.4283300424824,1,3,0
1,97,7.77849944849157,1,2,1
1,97,8.36715883567081,1,1,2
1,97,9.27997373941505,1,3,3
1,97,14.9516495576718,1,3,4
1,98,5.73345827845436,1,2,0
1,98,5.93292202575726,1,1,1
1,98,7.28762338341695,1,1,2
1,98,8.8032603545271,1,1,3
1,98,6.94378912195805,1,1,4
1,99,9.09205835827218,1,3,0
1,99,5.08525446181172,1,2,1
1,99,6.53854996569522,1,2,2
1,99,8.86097840857221,1,1,3
1,99,7.92270066906961,1,1,4
1,100,5.76544959556333,1,2,0
1,100,7.63447222347552,1,2,1
1,100,12.7614411655079,1,3,2
1,100,17.4420756937839,1,3,3
1,100,10.0807026349365,1,2,4
1,101,9.74196915307146,1,1,0
1,101,5.4183779962449,1,1,1
1,101,3.76151641529951,1,2,2
1,101,6.89075941357405,1,1,3
1,101,7.12610160850559,1,2,4
1,102,13.2380231126188,0,3,0
1,102,3.86406974801205,0,2,1
1,102,2.97973457025878,0,2,2
1,102,7.25686055646625,0,1,3
1,102,14.3981061779372,0,3,4
1,103,11.8511894682334,1,3,0
1,103,12.2564241465557,1,3,1
1,103,15.1923131207516,1,3,2
1,103,7.04777959179977,1,1,3
1,103,17.542828559202,1,3,4
1,104,14.5402904517302,1,3,0
1,104,10.1511382883542,1,3,1
1,104,7.02267604308522,1,1,2
1,104,16.3965629414508,1,3,3
1,104,13.3705407902018,1,3,4
1,105,8.29953152040318,1,2,0
1,105,11.6102555814039,1,1,1
1,105,13.1121720658797,1,3,2
1,105,6.27444483974643,1,2,3
1,105,17.4090536232067,1,3,4
1,106,15.3476595969588,1,3,0
1,106,12.1325764851859,1,1,1
1,106,5.65075397132691,1,2,2
1,106,7.06710093935293,1,1,3
1,106,12.3017772052763,1,3,4
1,107,8.30907603354843,0,2,0
1,107,7.57969859997955,0,1,1
1,107,11.096430177341,0,3,2
1,107,6.73816818834269,0,2,3
1,107,5.88622550484291,0,2,4
1,108,10.3264472053389,1,1,0
1,108,13.6056454744397,1,3,1
1,108,8.27335169564293,1,1,2
1,108,8.52589554082278,1,2,3
1,108,7.41044633997685,1,2,4
1,109,11.9088645647853,0,3,0
1,109,12.4754246315856,0,3,1
1,109,10.5244918620894,0,1,2
1,109,6.84186067919358,0,1,3
1,109,6.09700161063097,0,2,4
1,110,5.87134773061344,1,2,0
1,110,3.97243823288435,1,2,1
1,110,4.41005539497984,1,1,2
1,110,15.0021394018209,1,3,3
1,110,4.21174661871941,1,2,4
1,111,7.18579548955796,1,1,0
1,111,8.36794565254661,1,1,1
1,111,5.58820910766637,1,1,2
1,111,6.64910469176194,1,2,3
1,111,9.05649606779914,1,2,4
1,112,12.1661136281555,1,3,0
1,112,9.21222413471257,1,1,1
1,112,10.2854503851612,1,1,2
1,112,4.90709930776538,1,1,3
1,112,14.7602451336551,1,3,4
1,113,7.98353848138465,0,1,0
1,113,4.43333401541739,0,1,1
1,113,4.76125374453903,0,2,2
1,113,14.8241544813142,0,3,3
1,113,4.16158296362078,0,2,4
1,114,7.32114492319397,1,1,0
1,114,4.70364064055953,1,2,1
1,114,12.5426935548285,1,3,2
1,114,13.7082818224426,1,3,3
1,114,8.55113224993999,1,2,4
1,115,5.55738208296706,1,2,0
1,115,12.1630332711765,1,3,1
1,115,5.39280373019638,1,1,2
1,115,6.96277001046327,1,1,3
1,115,10.8558749978274,1,1,4
1,116,12.7715451037055,1,3,0
1,116,13.4737991857299,1,3,1
1,116,9.97957928427699,1,1,2
1,116,9.78025221239943,1,1,3
1,116,6.63773367963081,1,1,4
1,117,5.4731613554417,0,2,0
1,117,12.3952373714787,0,3,1
1,117,12.2999630374578,0,3,2
1,117,6.57904851354984,0,1,3
1,117,10.9569985571654,0,3,4
1,118,5.54975775005395,0,2,0
1,118,6.45603461755017,0,1,1
1,118,3.13462102380704,0,1,2
1,118,10.7181972818287,0,1,3
1,118,5.87095359281203,0,1,4
1,119,9.09359337323758,1,1,0
1,119,6.92970503315146,1,1,1
1,119,9.73524141848006,1,1,2
1,119,4.07909101305194,1,2,3
1,119,8.08202183907119,1,2,4
1,120,5.03263276340156,0,2,0
1,120,6.86525017996157,0,1,1
1,120,14.7825225836993,0,3,2
1,120,7.17216043408342,0,1,3
1,120,9.40703842013458,0,2,4
1,121,5.42568524408494,1,1,0
1,121,7.69657061860593,1,1,1
1,121,3.8477846310988,1,2,2
1,121,3.9809066602574,1,2,3
1,121,5.67032021266672,1,1,4
1,122,13.0596605438661,1,3,0
1,122,15.3106792440839,1,3,1
1,122,5.30604038365861,1,1,2
1,122,5.9819089768415,1,1,3
1,122,11.6400369602973,1,3,4
1,123,9.06135529637029,1,1,0
1,123,14.22034876704,1,3,1
1,123,10.025609308116,1,1,2
1,123,4.72935312535081,1,2,3
1,123,13.8226089131894,1,3,4
1,124,11.6545880537396,0,3,0
1,124,9.73514660150415,0,3,1
1,124,13.2950730083804,0,3,2
1,124,10.4259154539652,0,3,3
1,124,8.16345537582342,0,1,4
1,125,12.3924503313936,1,3,0
1,125,8.32362206588239,1,1,1
1,125,8.91531090122603,1,2,2
1,125,10.0487015878527,1,3,3
1,125,14.9055704673876,1,3,4
1,126,13.0487389393659,0,3,0
1,126,9.43869495547916,0,3,1
1,126,5.85912456049142,0,2,2
1,126,14.4057096335295,0,3,3
1,126,6.82631378957484,0,1,4
1,127,7.30288641258346,0,2,0
1,127,8.69715042585431,0,2,1
1,127,14.6115234755692,0,3,2
1,127,8.79909787275309,0,1,3
1,127,5.66112859153419,0,2,4
1,128,12.7958207858012,1,3,0
1,128,12.7870151467663,1,3,1
1,128,12.3177465624375,1,3,2
1,128,7.38997481693599,1,2,3
1,128,11.5322647984961,1,3,4
1,129,6.55871006961476,1,2,0
1,129,8.32297891429816,1,3,1
1,129,6.0752589359304,1,2,2
1,129,8.70427868109552,1,1,3
1,129,8.3492623609714,1,2,4
1,130,9.83494579068918,1,1,0
1,130,13.9131702579196,1,3,1
1,130,5.40681614417354,1,1,2
1,130,7.2633087360128,1,2,3
1,130,7.84098346939339,1,1,4
1,131,5.60924872397373,0,2,0
1,131,2.28059897609565,0,2,1
1,131,10.4693922450075,0,3,2
1,131,6.35716071755801,0,2,3
1,131,6.33926375826486,0,1,4
1,132,7.7888710429011,0,3,0
1,132,9.71372409254233,0,1,1
1,132,8.4743129896502,0,1,2
1,132,14.8190253626444,0,3,3
1,132,14.5628509511398,0,3,4
1,133,9.56586562511044,1,3,0
1,133,11.3390938585048,1,1,1
1,133,9.66268030657543,1,2,2
1,133,3.25248221353822,1,2,3
1,133,6.56043518696378,1,1,4
1,134,6.03306482045288,0,2,0
1,134,7.23028972535713,0,2,1
1,134,4.79771223704289,0,1,2
1,134,7.406919500519,0,2,3
1,134,4.06372963137941,0,2,4
1,135,4.92310282374638,1,2,0
1,135,8.84038147805266,1,1,1
1,135,8.46835920816581,1,1,2
1,135,6.63756773754202,1,1,3
1,135,7.41821473542154,1,1,4
1,136,15.6404472285977,0,3,0
1,136,9.93721059636087,0,1,1
1,136,4.37879712182498,0,2,2
1,136,10.228108088234,0,1,3
1,136,14.7148110155115,0,3,4
1,137,9.65526102867988,1,1,0
1,137,10.2595797757396,1,1,1
1,137,14.6364584987856,1,3,2
1,137,8.24148583919573,1,1,3
1,137,14.2862849323061,1,3,4
1,138,7.99441401163832,0,1,0
1,138,9.14484901840399,0,1,1
1,138,3.67407724321031,0,2,2
1,138,13.0332478460811,0,3,3
1,138,7.42924050882349,0,2,4
1,139,6.94196143583352,1,1,0
1,139,11.7198210449655,1,3,1
1,139,6.28707082924518,1,2,2
1,139,7.43781658744635,1,2,3
1,139,6.66204282375296,1,2,4
1,140,4.63370854911727,1,2,0
1,140,12.7046669972626,1,3,1
1,140,7.56527617994526,1,1,2
1,140,15.3960124738944,1,3,3
1,140,14.4622382644013,1,3,4
1,141,13.5953823310725,0,3,0
1,141,5.66142274451854,0,2,1
1,141,6.76182986239992,0,1,2
1,141,7.07685534956881,0,2,3
1,141,6.81116470221281,0,1,4
1,142,7.46516018121304,0,1,0
1,142,5.80226654143598,0,1,1
1,142,4.10281030425678,0,1,2
1,142,4.07917819753355,0,2,3
1,142,6.02974231625518,0,1,4
1,143,9.36792163534711,1,3,0
1,143,9.18907006597796,1,2,1
1,143,7.76559342182328,1,2,2
1,143,8.20190949812802,1,1,3
1,143,15.7783058412616,1,3,4
1,144,12.271594759736,1,3,0
1,144,7.54409595201002,1,1,1
1,144,8.47394842308292,1,1,2
1,144,6.94827131984997,1,1,3
1,144,3.96722095152131,1,1,4
1,145,5.49846330861582,0,2,0
1,145,6.09697124476252,0,2,1
1,145,14.8805079916284,0,3,2
1,145,12.2191328033829,0,3,3
1,145,14.392538329414,0,3,4
1,146,7.05114183306322,1,1,0
1,146,9.86184105300859,1,1,1
1,146,6.99974968201005,1,2,2
1,146,9.01965674702198,1,2,3
1,146,7.76270337562653,1,1,4
1,147,5.72725520878146,1,2,0
1,147,7.65924997817169,1,2,1
1,147,7.20768542174625,1,1,2
1,147,13.0901141780017,1,3,3
1,147,6.96743792276786,1,2,4
1,148,11.0794477055619,0,3,0
1,148,7.67252297826022,0,1,1
1,148,4.54454870190453,0,1,2
1,148,7.74618946181154,0,1,3
1,148,7.83923590531568,0,1,4
1,149,4.28258067628743,1,2,0
1,149,7.59775504393855,1,1,1
1,149,8.78696962020059,1,3,2
1,149,5.79442314910604,1,2,3
1,149,10.9778443574307,1,2,4
1,150,11.5379280184775,1,3,0
1,150,6.72379619164986,1,2,1
1,150,12.5836523016613,1,3,2
1,150,7.38390479001917,1,1,3
1,150,6.70865637534519,1,1,4
1,151,10.6696318070737,0,3,0
1,151,6.21652138229568,0,2,1
1,151,11.7810005595519,0,3,2
1,151,6.21649402338774,0,1,3
1,151,6.15627282317109,0,1,4
1,152,4.81990501858664,0,1,0
1,152,14.8881793708745,0,3,1
1,152,6.63174551078575,0,1,2
1,152,6.71193261869863,0,1,3
1,152,5.42692904680853,0,1,4
1,153,11.4744193750515,1,3,0
1,153,4.33695824715403,1,2,1
1,153,11.0305970898054,1,1,2
1,153,7.86233538261939,1,1,3
1,153,15.3765558201462,1,3,4
1,154,12.1329901572478,0,3,0
1,154,4.88189978445098,0,2,1
1,154,3.21446999255166,0,2,2
1,154,8.81810940283095,0,2,3
1,154,8.62344382883378,0,1,4
1,155,9.03546340853183,1,3,0
1,155,5.514803177257,1,1,1
1,155,7.63398665518753,1,2,2
1,155,13.4176483340218,1,3,3
1,155,6.39129777952771,1,2,4
1,156,10.5874221291874,0,3,0
1,156,2.96132016382505,0,1,1
